symbol,side,strategy,close_reason,entry,exit,sl,tp1,tp2,pnl,fee,leverage,confidence,rr_achieved,duration_h,state_path,outcome,llm_action,llm_regime,llm_confidence
HYPE,LONG,ensemble,SL,41.18,40.14,40.5,42.01,42.84,-290.2,2.81,2.0,71.2,3.03,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,37.81,38.61,38.18,37.35,36.9,-264.34,3.2,2.0,73.5,4.25,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,38.07,38.38,38.33,37.74,37.26,-140.43,3.26,2.67,83.3,3.1,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,37.53,37.94,37.79,37.22,36.74,-188.93,4.38,2.0,73.7,3.14,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,37.53,38.51,37.91,37.08,36.62,-512.22,3.93,2.57,81.5,6.68,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,37.03,35.61,37.5,36.45,35.87,358.86,1.74,2.6,81.9,7.72,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TP2,37.03,35.61,37.5,36.45,35.87,40.0,0.19,2.6,81.9,7.72,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,32.9,31.63,33.83,31.87,30.83,195.89,1.22,2.0,73.9,2.74,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,32.9,33.88,33.83,31.87,30.83,-50.24,0.44,2.0,73.9,2.11,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,33.28,34.55,34.53,31.89,30.5,-129.93,0.89,2.0,74.1,2.03,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,32.85,33.33,33.3,32.3,31.74,-114.97,2.0,2.0,71.0,2.1,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,31.89,31.3,32.31,31.37,30.86,150.17,1.99,2.0,74.3,2.78,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,31.89,31.72,32.31,31.37,30.86,13.87,0.67,2.0,74.3,0.77,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,30.88,31.61,31.47,30.11,29.27,-284.25,2.14,2.88,87.5,3.62,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,31.24,30.27,31.7,30.62,29.96,385.25,2.08,2.88,87.5,6.07,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,31.24,30.74,31.7,30.62,29.96,37.61,0.4,2.88,87.5,3.1,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,31.49,32.18,32.11,30.67,29.78,-143.39,1.23,2.74,84.9,3.06,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,31.53,30.41,32.08,30.86,30.18,399.66,2.71,2.0,71.6,4.05,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,31.53,31.5,32.08,30.86,30.18,1.05,0.31,2.0,71.6,0.1,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,SL,35.29,34.84,34.87,35.8,36.31,-133.79,4.7,1.11,65.5,1.18,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,35.79,36.31,35.43,36.22,36.66,120.63,2.32,1.81,69.0,2.63,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,35.79,35.64,35.43,36.22,36.66,-11.46,0.76,1.81,69.0,0.75,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,34.34,33.47,34.7,33.91,33.47,494.33,4.74,2.0,71.1,4.84,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,34.34,33.96,34.7,33.91,33.47,24.37,0.53,2.0,71.1,2.14,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,33.23,32.96,33.44,32.98,32.59,128.48,3.34,2.37,76.8,3.01,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,33.23,33.31,33.44,32.98,32.59,-6.88,0.6,2.37,76.8,0.91,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,33.16,32.72,33.38,32.89,32.48,197.16,3.71,2.0,73.2,3.9,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TP2,33.16,31.89,33.38,32.89,32.48,101.64,0.64,2.0,73.2,11.4,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,30.75,31.28,31.17,30.25,29.74,-249.19,3.69,2.01,75.1,2.54,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,30.23,29.18,30.73,29.56,28.83,397.68,1.84,3.01,90.1,6.27,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,30.23,30.11,30.73,29.56,28.83,8.79,0.36,3.01,90.1,0.73,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,29.69,30.3,30.1,29.18,28.68,-165.89,2.05,2.0,75.0,2.94,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,30.62,31.24,31.1,29.97,29.26,-332.32,2.91,2.88,87.5,3.67,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,31.31,32.07,31.74,30.74,30.12,-431.21,3.32,2.77,85.4,4.85,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,34.58,35.1,34.19,35.06,35.54,139.07,2.76,1.71,68.6,2.24,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,34.58,34.63,34.19,35.06,35.54,4.43,0.91,1.71,68.6,0.21,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,33.42,32.67,33.75,33.01,32.61,452.54,5.54,1.79,69.0,4.01,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TP2,33.42,32.12,33.75,33.01,32.61,87.74,0.6,1.79,69.0,7.02,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,31.38,32.08,31.61,31.11,30.69,-421.06,4.56,2.12,75.6,6.54,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,30.78,31.25,31.13,30.37,29.95,-255.9,4.49,1.9,69.5,2.59,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,30.67,31.04,30.88,30.4,29.97,-251.15,3.68,2.88,87.5,5.22,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,31.04,30.75,31.2,30.85,30.57,224.66,5.87,2.0,70.5,3.72,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,31.04,31.19,31.2,30.85,30.57,-19.72,1.05,2.0,70.5,1.85,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,30.51,29.81,30.67,30.29,29.94,598.26,4.47,2.88,87.5,12.1,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TP2,30.51,29.81,30.67,30.29,29.94,66.38,0.5,2.88,87.5,12.1,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,29.86,29.24,30.07,29.61,29.23,355.21,4.16,2.0,73.0,5.97,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,29.86,29.47,30.07,29.61,29.23,24.73,0.47,2.0,73.0,3.74,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,29.27,29.89,29.68,28.77,28.27,-383.91,4.2,2.18,75.9,3.33,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,29.57,30.02,29.89,29.17,28.78,-207.35,2.53,2.71,78.5,3.77,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,29.66,29.18,30.05,29.18,28.71,220.6,3.39,2.0,71.9,2.43,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,29.66,29.56,30.05,29.18,28.71,14.93,1.14,2.0,71.9,0.49,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,27.88,28.32,28.26,27.43,26.98,-200.81,3.0,2.18,75.9,2.54,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,27.79,28.16,28.13,27.37,26.95,-265.57,4.64,2.17,75.8,2.34,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,27.77,28.22,28.19,27.22,26.61,-146.34,1.62,2.88,87.5,3.05,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,28.65,28.16,29.05,28.17,27.69,213.57,3.07,2.0,73.4,2.46,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,28.65,28.88,29.05,28.17,27.69,-32.68,1.05,2.0,73.4,1.13,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,27.54,27.1,27.88,27.12,26.7,106.93,1.67,2.02,75.1,2.51,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,27.54,27.41,27.88,27.12,26.7,10.31,0.56,2.02,75.1,0.72,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,28.25,29.06,28.63,27.79,27.33,-511.2,4.59,2.0,71.3,4.27,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,27.04,26.33,27.38,26.63,26.21,358.83,2.92,2.27,76.3,4.75,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,27.04,26.8,27.38,26.63,26.21,13.4,0.33,2.27,76.3,1.59,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,26.44,26.9,26.73,26.1,25.75,-377.55,5.52,2.0,70.8,3.22,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,26.68,27.09,27.08,26.15,25.57,-215.35,2.49,2.88,87.5,2.94,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,26.9,27.7,27.25,26.43,25.92,-516.46,3.1,2.88,87.5,6.6,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,26.73,25.49,27.17,26.14,25.51,402.4,1.44,2.88,87.5,8.14,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TP2,26.73,25.49,27.17,26.14,25.51,76.41,0.27,2.88,87.5,8.14,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,24.88,24.16,25.31,24.37,23.85,186.07,1.56,2.0,74.4,3.38,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,24.88,24.57,25.31,24.37,23.85,26.49,0.53,2.0,74.4,1.45,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,23.97,24.31,24.28,23.56,23.11,-234.4,3.35,2.51,90.1,2.73,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,23.73,23.07,24.13,23.19,22.61,139.07,0.85,2.88,87.5,4.7,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,23.73,23.24,24.13,23.19,22.61,44.37,0.37,2.88,87.5,3.5,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,22.34,22.98,22.74,21.86,21.37,-297.23,2.66,2.0,75.0,3.21,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.04,24.72,24.36,23.62,23.16,-419.95,2.67,2.88,87.5,6.14,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,23.93,24.32,24.18,23.64,23.35,-197.97,2.37,2.68,83.5,4.18,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,23.89,24.14,24.13,23.6,23.31,-208.85,4.98,2.0,71.2,2.13,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,26.21,26.01,26.06,26.39,26.65,-194.53,6.64,1.97,69.9,2.58,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.11,26.3,25.98,26.27,26.5,181.34,6.28,2.0,72.2,2.93,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.11,25.95,25.98,26.27,26.5,-26.6,1.09,2.0,72.2,2.44,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.04,26.44,25.87,26.24,26.54,172.52,2.87,2.0,71.1,4.8,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.04,25.96,25.87,26.24,26.54,-4.1,0.31,2.0,71.1,1.03,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.17,26.43,26.01,26.37,26.67,97.93,2.53,2.0,73.7,3.1,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.17,26.09,26.01,26.37,26.67,-5.71,0.44,2.0,73.7,1.02,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,25.41,25.72,25.54,25.25,25.01,-178.78,2.98,2.52,77.6,5.88,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,25.56,25.73,25.72,25.38,25.1,-124.03,3.95,2.48,77.4,2.64,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,25.49,25.61,25.6,25.35,25.14,-122.2,6.6,2.0,73.2,2.06,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,24.34,24.09,24.52,24.13,23.81,180.15,4.39,1.92,69.6,2.82,-0.1,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,24.34,24.5,24.52,24.13,23.81,-19.82,0.79,1.92,69.6,1.75,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.28,24.5,24.45,24.08,23.78,-143.95,4.08,2.0,73.2,2.59,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.44,24.66,24.6,24.24,23.94,-137.36,3.77,2.0,73.2,2.72,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.14,24.47,24.33,23.92,23.58,-198.2,3.35,2.17,75.9,3.92,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.54,24.93,24.69,24.35,24.08,-282.85,4.77,1.9,69.5,4.9,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,26.03,25.74,25.88,26.21,26.49,-169.43,3.91,1.92,69.6,3.69,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,26.88,26.48,26.69,27.12,27.47,-195.45,3.24,1.97,69.9,4.12,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.44,26.92,26.14,26.79,27.15,142.02,2.51,1.58,67.9,2.58,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.44,26.6,26.14,26.79,27.15,16.65,0.83,1.58,67.9,0.91,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,SL,26.88,26.45,26.54,27.3,27.72,-206.95,2.39,2.63,82.6,3.33,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.68,27.12,26.35,27.08,27.47,123.61,2.02,1.9,69.5,2.54,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.68,26.32,26.35,27.08,27.47,-34.31,0.65,1.9,69.5,2.12,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,26.94,27.42,26.64,27.29,27.65,144.18,2.03,2.0,73.2,3.28,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,26.94,27.02,26.64,27.29,27.65,8.22,0.67,2.0,73.2,0.56,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,TP1,27.1,27.57,26.77,27.51,27.91,188.65,2.2,2.51,77.5,3.53,-0.1,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,27.1,27.26,26.77,27.51,27.91,20.78,0.73,2.51,77.5,1.17,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,SL,27.9,27.4,27.54,28.34,28.77,-231.67,3.21,2.0,70.0,2.75,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,25.83,25.59,26.02,25.6,25.24,122.56,3.9,1.65,68.2,2.08,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,25.83,25.76,26.02,25.6,25.24,5.87,0.69,1.65,68.2,0.56,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,25.29,25.66,25.43,25.11,24.85,-233.52,3.71,2.17,75.8,5.56,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,25.04,24.6,25.2,24.85,24.56,279.11,5.19,1.51,67.6,4.13,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TP2,25.04,24.42,25.2,24.85,24.56,44.51,0.57,1.51,67.6,5.92,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,23.94,24.13,24.04,23.81,23.62,-172.5,4.2,2.52,80.3,4.77,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.41,24.66,24.49,24.31,24.17,-285.3,9.03,1.58,67.9,4.86,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.41,24.54,24.49,24.3,24.15,-175.73,6.32,2.52,80.3,3.95,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,24.46,24.08,24.61,24.27,23.99,167.42,2.63,2.0,70.5,4.93,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TP2,24.46,23.88,24.61,24.27,23.99,28.18,0.29,2.0,70.5,7.47,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,23.43,23.81,23.7,23.1,22.78,-179.67,2.21,2.56,77.8,3.57,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,24.93,24.7,24.76,25.13,25.45,-106.26,3.96,1.44,67.2,1.93,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,26.33,26.02,26.13,26.56,26.91,-143.8,3.11,2.0,71.1,3.13,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,24.97,24.54,25.23,24.67,24.36,138.12,1.96,2.0,73.5,3.42,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,24.97,25.06,25.23,24.67,24.36,-9.14,0.67,2.0,73.5,0.68,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.81,25.06,24.95,24.63,24.36,-157.65,3.92,2.0,73.2,3.43,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,24.87,25.05,25.01,24.7,24.45,-115.6,4.09,2.0,72.1,2.56,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,25.82,25.58,25.7,25.96,26.17,-126.44,3.87,1.75,68.8,3.59,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,25.71,25.54,25.59,25.86,26.08,-90.05,3.41,2.0,74.2,2.79,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,25.99,25.81,25.88,26.13,26.33,-175.82,5.59,2.23,76.2,3.61,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,23.65,24.09,23.84,23.39,22.99,-213.56,1.92,3.01,90.1,7.05,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,23.7,23.45,23.85,23.51,23.2,121.25,1.95,2.88,87.5,5.05,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,23.7,23.79,23.85,23.51,23.2,-10.39,0.49,2.88,87.5,1.73,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,23.44,23.12,23.6,23.23,22.9,159.96,2.03,2.88,87.5,5.85,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TP2,23.44,22.85,23.6,23.23,22.9,74.14,0.5,2.88,87.5,10.85,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,22.53,21.59,22.7,22.32,22.01,284.19,1.64,2.0,73.3,10.93,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TP2,22.53,21.59,22.7,22.32,22.01,31.7,0.18,2.0,73.3,10.93,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,21.26,21.62,21.6,20.79,20.29,-115.26,1.13,3.01,90.1,3.16,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,20.97,21.58,21.29,20.57,20.18,-175.92,1.56,2.0,73.5,3.74,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,TP1,21.25,20.87,21.49,20.93,20.58,143.73,1.38,2.88,87.5,4.46,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,21.25,21.16,21.49,20.93,20.58,15.03,0.6,2.88,87.5,1.09,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,20.69,22.03,20.99,20.29,19.86,-409.37,1.17,2.88,87.5,12.95,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,21.56,21.97,21.93,21.06,20.52,-145.48,1.34,2.88,87.5,3.22,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,21.33,21.74,21.48,21.14,20.86,-153.42,1.74,2.29,76.5,6.3,0.0,IDLE->OPEN->CLOSED,LOSS,,,
