symbol,side,strategy,close_reason,entry,exit,sl,tp1,tp2,pnl,fee,leverage,confidence,rr_achieved,duration_h,state_path,outcome,llm_action,llm_regime,llm_confidence
HYPE,SHORT,ensemble,TP1,27.63,27.03,27.97,27.17,26.68,204.32,1.62,2.88,87.5,5.03,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TP2,27.63,26.47,27.97,27.17,26.68,171.23,0.68,2.88,87.5,9.83,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,TP1,26.41,25.84,26.74,26.02,25.62,153.54,1.7,2.02,75.1,3.57,-0.0,,WIN,,,
HYPE,SHORT,ensemble,TRAILING_STOP,26.41,26.18,26.74,26.02,25.62,21.0,0.58,2.02,75.1,1.46,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,SHORT,ensemble,SL,26.89,27.19,27.1,26.64,26.27,-101.43,1.8,2.56,77.8,3.71,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,SHORT,ensemble,SL,26.22,26.93,26.41,25.99,25.64,-371.99,2.96,2.38,76.9,8.85,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,29.39,30.48,29.01,29.85,30.31,283.59,1.99,1.99,70.0,5.7,-0.0,,WIN,,,
HYPE,LONG,ensemble,TP2,29.39,30.48,29.01,29.85,30.31,31.53,0.22,1.99,70.0,5.7,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,SL,31.05,30.55,30.68,31.5,31.95,-169.87,3.44,1.49,67.5,2.04,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,30.99,31.81,30.62,31.43,31.88,322.27,3.54,1.75,68.8,3.94,-0.0,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,30.99,31.44,30.62,31.43,31.88,19.62,0.39,1.75,68.8,2.15,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,SL,32.44,31.9,32.01,32.97,33.5,-165.07,2.44,2.0,74.2,2.48,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,32.19,33.67,31.77,32.68,33.18,432.76,1.78,2.76,85.2,9.95,-0.0,,WIN,,,
HYPE,LONG,ensemble,TP2,32.19,33.67,31.77,32.68,33.18,48.36,0.2,2.76,85.2,9.95,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
HYPE,LONG,ensemble,TP1,32.57,33.24,32.12,33.12,33.66,165.55,2.06,2.0,71.5,2.96,-0.0,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,32.57,32.53,32.12,33.12,33.66,-3.53,0.67,2.0,71.5,0.19,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,32.99,32.29,32.43,33.72,34.52,-232.42,2.14,2.51,90.1,3.17,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,SL,32.2,31.65,31.75,32.74,33.29,-144.54,2.63,1.58,67.9,1.92,0.0,IDLE->OPEN->CLOSED,LOSS,,,
HYPE,LONG,ensemble,TP1,32.52,32.98,32.16,32.97,33.41,112.19,2.04,2.0,73.5,2.49,0.0,,WIN,,,
HYPE,LONG,ensemble,TRAILING_STOP,32.52,32.25,32.16,32.97,33.41,-22.72,0.66,2.0,73.5,1.51,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
SOL,LONG,ensemble,TP1,138.42,141.43,138.06,138.86,139.51,648.23,9.44,1.61,68.1,13.41,-0.4,,WIN,,,
SOL,LONG,ensemble,TP2,138.42,141.43,138.06,138.86,139.51,72.06,1.05,1.61,68.1,13.41,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,LONG,ensemble,SL,139.75,138.8,139.06,140.59,141.84,-196.95,6.72,2.14,75.7,2.94,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,142.73,141.75,141.89,143.75,145.27,-128.28,4.08,2.27,76.3,2.66,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,142.97,140.95,142.19,143.92,145.34,-165.56,2.89,2.0,71.9,5.18,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,TP1,141.72,143.09,141.1,142.47,143.59,203.32,4.91,2.17,75.8,4.79,-0.4,,WIN,,,
SOL,LONG,ensemble,TRAILING_STOP,141.72,141.69,141.1,142.47,143.59,-0.53,0.54,2.17,75.8,0.11,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,143.56,142.8,142.86,144.41,145.69,-131.86,6.17,2.0,73.3,2.18,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,147.03,144.38,146.15,148.11,149.72,-254.62,2.77,2.5,77.5,7.48,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,146.32,144.64,145.35,147.5,149.27,-244.78,5.51,1.91,69.5,3.3,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,145.51,144.43,144.7,146.5,147.97,-145.63,5.11,1.9,69.5,2.54,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,TP1,147.19,148.37,146.52,148.01,149.24,147.73,3.67,2.55,80.9,4.41,-0.4,,WIN,,,
SOL,LONG,ensemble,TRAILING_STOP,147.19,145.73,146.52,148.01,149.24,-32.68,0.64,2.55,80.9,5.52,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,145.12,144.04,144.39,146.1,147.67,-208.22,4.8,2.88,87.5,4.25,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,LONG,ensemble,SL,145.35,143.22,144.74,146.18,147.5,-467.13,5.45,2.88,87.5,9.94,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,TP1,137.75,123.8,138.24,137.16,136.27,2097.39,4.65,2.0,71.1,57.17,-0.4,,WIN,,,
SOL,SHORT,ensemble,TP2,137.75,123.8,138.24,137.16,136.27,233.23,0.52,2.0,71.1,57.17,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,SHORT,ensemble,SL,132.81,133.93,133.15,132.4,131.78,-337.52,12.86,1.58,67.9,5.19,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,TP1,133.28,132.41,133.74,132.73,131.9,212.0,8.0,2.0,73.2,3.84,-0.4,,WIN,,,
SOL,SHORT,ensemble,TRAILING_STOP,133.28,133.05,133.74,132.73,131.9,10.09,1.42,2.0,73.2,1.04,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,SHORT,ensemble,SL,128.77,129.44,129.38,128.02,126.91,-125.71,5.99,2.0,72.7,2.22,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,126.98,127.98,127.73,125.98,124.37,-176.22,3.72,3.01,90.1,4.04,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,126.02,127.56,126.74,125.05,123.5,-348.32,4.78,3.01,90.1,6.42,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,127.04,127.82,127.65,126.22,124.92,-202.23,5.7,2.88,87.5,3.72,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,125.46,127.05,126.24,124.41,122.74,-265.76,3.68,2.88,87.5,5.87,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,TP1,129.22,127.78,129.62,128.75,128.04,382.54,8.21,2.07,75.3,7.62,-0.4,,WIN,,,
SOL,SHORT,ensemble,TP2,129.22,127.78,129.62,128.75,128.04,42.47,0.91,2.07,75.3,7.62,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,SHORT,ensemble,SL,128.21,128.95,128.82,127.46,126.35,-149.76,6.53,1.98,69.9,2.42,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,127.24,128.01,127.76,126.6,125.64,-138.12,5.5,2.07,75.3,3.06,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,126.69,127.34,127.07,126.23,125.54,-202.73,9.51,2.07,75.3,3.58,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,SL,126.86,127.54,127.5,126.08,124.91,-70.43,3.27,2.0,73.2,2.14,0.0,IDLE->OPEN->CLOSED,LOSS,,,
SOL,SHORT,ensemble,TP1,126.58,125.97,126.81,126.3,125.88,275.63,9.96,2.89,79.4,7.58,-0.4,,WIN,,,
SOL,SHORT,ensemble,TRAILING_STOP,126.58,126.91,126.81,126.3,125.88,-17.05,1.11,2.89,79.4,4.22,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,LOSS,,,
SOL,SHORT,ensemble,TP1,125.99,125.44,126.3,125.6,125.03,174.71,6.77,2.97,79.9,5.11,-0.4,,WIN,,,
SOL,SHORT,ensemble,TP2,125.99,122.16,126.3,125.6,125.03,216.66,1.16,2.97,79.9,35.9,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,SHORT,ensemble,TP1,120.17,116.09,120.69,119.48,118.36,874.37,4.96,2.51,90.1,19.66,-0.0,,WIN,,,
SOL,SHORT,ensemble,TP2,120.17,116.09,120.69,119.48,118.36,97.14,0.55,2.51,90.1,19.66,0.0,IDLE->OPEN->TP1_HIT->TRAILING->CLOSED,WIN,,,
SOL,SHORT,ensemble,TP1,115.06,112.78,116.43,113.24,111.26,243.39,2.4,2.51,90.1,4.19,-0.0,,WIN,,,
